price,room_type,neighbourhood_group,average_price,average_minimum_nights,total_number_of_reviews,average_reviews_per_month
68,Private room,Manhattan,68.0,2.217391304347826,1468,2.0743478260869566
68,Private room,Queens,68.0,1.9,430,1.8370000000000002
68,Private room,Staten Island,68.0,2.0,40,0.77
68,Shared room,Manhattan,68.0,2.0,124,0.74
69,Entire home/apt,Bronx,69.0,2.3333333333333335,192,4.146666666666667
69,Entire home/apt,Brooklyn,69.0,2.736842105263158,660,2.084736842105263
69,Entire home/apt,Manhattan,69.0,1.7142857142857142,195,1.4585714285714284
69,Entire home/apt,Queens,69.0,2.2142857142857144,862,3.912857142857143
69,Private room,Bronx,69.0,1.6,47,1.552
69,Private room,Brooklyn,69.0,2.2688172043010755,4317,1.5976344086021508
69,Private room,Manhattan,69.0,2.6021505376344085,4360,1.6596774193548387
69,Private room,Queens,69.0,2.4722222222222223,1238,1.723611111111111
69,Private room,Staten Island,69.0,2.3333333333333335,104,2.0900000000000003
69,Shared room,Manhattan,69.0,1.4666666666666666,404,2.3546666666666667
69,Shared room,Queens,69.0,1.0,2,2.0
70,Entire home/apt,Bronx,70.0,1.6666666666666667,82,2.6566666666666667
70,Entire home/apt,Brooklyn,70.0,3.0588235294117645,1820,1.0035294117647058
70,Entire home/apt,Manhattan,70.0,3.142857142857143,510,1.0052380952380953
70,Entire home/apt,Queens,70.0,2.3043478260869565,446,1.4669565217391305
70,Entire home/apt,Staten Island,70.0,3.0,714,3.0300000000000002
70,Private room,Bronx,70.0,1.9333333333333333,147,1.11
70,Private room,Brooklyn,70.0,2.473684210526316,10383,1.3486842105263157
70,Private room,Manhattan,70.0,2.3316582914572863,6845,1.406030150753769
70,Private room,Queens,70.0,2.190082644628099,3553,1.655206611570248
70,Private room,Staten Island,70.0,1.5,226,1.75
70,Shared room,Bronx,70.0,2.0,2,0.11
70,Shared room,Brooklyn,70.0,2.0,6,0.315
70,Shared room,Manhattan,70.0,1.6153846153846154,799,2.891538461538462
70,Shared room,Queens,70.0,1.0,3,0.365
71,Entire home/apt,Bronx,71.0,2.0,118,3.24
71,Entire home/apt,Brooklyn,71.0,3.6,197,1.336
71,Entire home/apt,Manhattan,71.0,3.0,33,0.7533333333333333
71,Entire home/apt,Queens,71.0,2.0,199,3.0549999999999997
71,Entire home/apt,Staten Island,71.0,3.0,37,1.405
71,Private room,Bronx,71.0,4.0,18,0.37
71,Private room,Brooklyn,71.0,2.875,636,1.7037499999999999
71,Private room,Manhattan,71.0,3.2,982,1.922
71,Private room,Queens,71.0,4.2,361,2.866
71,Private room,Staten Island,71.0,2.0,23,0.33
72,Entire home/apt,Bronx,72.0,2.0,35,1.52
72,Entire home/apt,Brooklyn,72.0,3.1666666666666665,158,1.2083333333333333
72,Entire home/apt,Manhattan,72.0,4.0,66,0.75
72,Entire home/apt,Queens,72.0,2.111111111111111,539,3.272222222222222
72,Entire home/apt,Staten Island,72.0,3.5,108,2.38
72,Private room,Brooklyn,72.0,2.282608695652174,2777,2.082173913043478
72,Private room,Manhattan,72.0,2.52,1436,1.692
72,Private room,Queens,72.0,2.25,79,0.97
72,Private room,Staten Island,72.0,2.0,25,0.66
73,Entire home/apt,Brooklyn,73.0,1.75,124,1.4100000000000001
73,Entire home/apt,Manhattan,73.0,5.5,12,0.61
73,Entire home/apt,Queens,73.0,1.0,69,8.35
73,Private room,Bronx,73.0,2.0,46,0.84
73,Private room,Brooklyn,73.0,2.7222222222222223,829,1.2683333333333335
73,Private room,Manhattan,73.0,2.8947368421052633,496,1.1294736842105264
73,Private room,Queens,73.0,1.625,449,1.5262499999999999
73,Shared room,Queens,73.0,1.0,2,0.21
74,Entire home/apt,Bronx,74.0,2.0,56,3.24
74,Entire home/apt,Brooklyn,74.0,3.0,215,1.1533333333333333
74,Entire home/apt,Manhattan,74.0,1.75,16,0.3875
74,Entire home/apt,Queens,74.0,3.2,50,1.8060000000000003
74,Private room,Bronx,74.0,3.0,23,1.77
74,Private room,Brooklyn,74.0,2.375,561,1.695
74,Private room,Manhattan,74.0,2.6,179,0.9690000000000001
74,Private room,Queens,74.0,1.6666666666666667,373,4.145
75,Entire home/apt,Bronx,75.0,2.6153846153846154,407,2.7792307692307694
75,Entire home/apt,Brooklyn,75.0,2.861111111111111,3006,1.3384259259259261
75,Entire home/apt,Manhattan,75.0,2.914285714285714,772,1.0305714285714285
75,Entire home/apt,Queens,75.0,2.53125,1415,2.7671875
75,Entire home/apt,Staten Island,75.0,2.5833333333333335,599,1.9075
75,Private room,Bronx,75.0,2.125,698,1.2825
75,Private room,Brooklyn,75.0,2.3587786259541983,9196,1.351348600508906
75,Private room,Manhattan,75.0,2.168,8007,1.38368
75,Private room,Queens,75.0,1.8981481481481481,3619,1.868425925925926
75,Private room,Staten Island,75.0,2.3333333333333335,22,0.8700000000000001
75,Shared room,Brooklyn,75.0,1.1666666666666667,70,1.155
75,Shared room,Manhattan,75.0,1.3235294117647058,683,2.098235294117647
75,Shared room,Queens,75.0,3.6666666666666665,68,0.6633333333333333
75,Shared room,Staten Island,75.0,2.0,1,0.1
76,Entire home/apt,Bronx,76.0,5.333333333333333,78,1.6133333333333333
76,Entire home/apt,Brooklyn,76.0,3.0,77,1.4342857142857144
76,Entire home/apt,Manhattan,76.0,2.0,4,0.095
76,Entire home/apt,Queens,76.0,2.0,91,1.8366666666666667
76,Private room,Brooklyn,76.0,2.0,1046,2.122
76,Private room,Manhattan,76.0,2.6,675,2.754
76,Private room,Queens,76.0,1.7142857142857142,230,1.2985714285714285
76,Shared room,Manhattan,76.0,1.5,164,2.685
77,Entire home/apt,Bronx,77.0,1.0,197,2.49
77,Entire home/apt,Brooklyn,77.0,2.75,219,0.97375
77,Entire home/apt,Manhattan,77.0,3.4,86,0.44400000000000006
77,Entire home/apt,Queens,77.0,2.5,463,1.825
77,Private room,Bronx,77.0,2.0,45,1.05
77,Private room,Brooklyn,77.0,2.95,658,0.8455
77,Private room,Manhattan,77.0,2.5714285714285716,749,1.8323809523809522
77,Private room,Queens,77.0,1.8,314,1.8219999999999998
77,Shared room,Manhattan,77.0,1.3333333333333333,62,1.5833333333333333
78,Entire home/apt,Brooklyn,78.0,3.25,232,1.38
78,Entire home/apt,Manhattan,78.0,3.625,71,0.7887500000000001
78,Entire home/apt,Queens,78.0,2.125,185,2.01
78,Entire home/apt,Staten Island,78.0,2.5,90,3.2199999999999998
78,Private room,Brooklyn,78.0,2.0476190476190474,822,1.4176190476190476
78,Private room,Manhattan,78.0,2.217391304347826,705,1.3708695652173915
78,Private room,Queens,78.0,1.9230769230769231,552,2.05
78,Shared room,Brooklyn,78.0,1.0,46,1.38
79,Entire home/apt,Bronx,79.0,2.2,152,2.272
79,Entire home/apt,Brooklyn,79.0,2.6818181818181817,1105,1.7272727272727273
79,Entire home/apt,Manhattan,79.0,3.4,269,0.8539999999999999
79,Entire home/apt,Queens,79.0,2.1818181818181817,709,3.122727272727273
79,Private room,Bronx,79.0,2.5555555555555554,488,2.2755555555555556
79,Private room,Brooklyn,79.0,2.343283582089552,3382,1.7455223880597015
79,Private room,Manhattan,79.0,2.16,3426,1.8038666666666665
79,Private room,Queens,79.0,2.125,847,2.245416666666667
79,Private room,Staten Island,79.0,2.0,25,0.47
79,Shared room,Brooklyn,79.0,1.3333333333333333,26,0.34
79,Shared room,Manhattan,79.0,1.6666666666666667,7,0.7033333333333335
79,Shared room,Queens,79.0,2.0,1,0.09
80,Entire home/apt,Bronx,80.0,2.5,223,2.11125
80,Entire home/apt,Brooklyn,80.0,3.2110091743119265,3513,1.4036697247706422
80,Entire home/apt,Manhattan,80.0,2.7962962962962963,1247,0.7205555555555556
80,Entire home/apt,Queens,80.0,2.641025641025641,1598,2.3535897435897435
80,Entire home/apt,Staten Island,80.0,2.0,219,3.2466666666666666
80,Private room,Bronx,80.0,2.0,432,1.5195652173913046
80,Private room,Brooklyn,80.0,2.3636363636363638,7931,1.116461038961039
80,Private room,Manhattan,80.0,2.3392857142857144,8847,1.4273928571428571
80,Private room,Queens,80.0,1.956043956043956,2771,1.959230769230769
80,Private room,Staten Island,80.0,1.1666666666666667,109,1.4333333333333333
80,Shared room,Brooklyn,80.0,1.0,7,0.15
80,Shared room,Manhattan,80.0,1.1666666666666667,324,1.9108333333333334
81,Entire home/apt,Bronx,81.0,4.0,5,0.62
81,Entire home/apt,Brooklyn,81.0,3.6666666666666665,184,1.0488888888888888
81,Entire home/apt,Queens,81.0,2.6666666666666665,415,2.6666666666666665
81,Private room,Brooklyn,81.0,2.0,563,2.267857142857143
81,Private room,Manhattan,81.0,2.6470588235294117,663,1.2647058823529411
81,Private room,Queens,81.0,1.5,186,1.3250000000000002
82,Entire home/apt,Brooklyn,82.0,3.076923076923077,432,2.073076923076923
82,Entire home/apt,Manhattan,82.0,3.5,6,0.1
82,Entire home/apt,Queens,82.0,5.0,2,0.03
82,Private room,Brooklyn,82.0,2.1,336,1.395
82,Private room,Manhattan,82.0,1.9090909090909092,1143,2.438181818181818
82,Private room,Queens,82.0,1.3333333333333333,126,3.47
83,Entire home/apt,Brooklyn,83.0,3.0,452,1.7950000000000004
83,Entire home/apt,Manhattan,83.0,2.0,33,0.39
83,Entire home/apt,Queens,83.0,3.25,120,2.1025
83,Private room,Brooklyn,83.0,1.6,374,2.004
83,Private room,Manhattan,83.0,2.066666666666667,768,1.59
83,Private room,Queens,83.0,1.6666666666666667,58,0.5866666666666667
83,Private room,Staten Island,83.0,2.0,5,0.24
84,Entire home/apt,Bronx,84.0,2.6666666666666665,212,2.763333333333333
84,Entire home/apt,Brooklyn,84.0,2.9,633,2.554
84,Entire home/apt,Manhattan,84.0,2.0,38,0.9533333333333333
84,Entire home/apt,Queens,84.0,2.0,172,2.32
84,Private room,Brooklyn,84.0,2.066666666666667,1043,1.7926666666666666
84,Private room,Manhattan,84.0,2.388888888888889,1062,1.7216666666666667
84,Private room,Queens,84.0,1.0,184,3.23
85,Entire home/apt,Bronx,85.0,2.1818181818181817,409,2.439090909090909
85,Entire home/apt,Brooklyn,85.0,3.235294117647059,4595,1.5031092436974791
85,Entire home/apt,Manhattan,85.0,2.730769230769231,407,0.783076923076923
85,Entire home/apt,Queens,85.0,2.4545454545454546,1682,1.8825
85,Entire home/apt,Staten Island,85.0,1.8,185,2.498
85,Private room,Bronx,85.0,3.5714285714285716,56,0.39999999999999997
85,Private room,Brooklyn,85.0,2.295698924731183,6119,1.4675268817204299
85,Private room,Manhattan,85.0,2.1557788944723617,8696,1.8055778894472363
85,Private room,Queens,85.0,1.56,1813,1.8456000000000001
85,Private room,Staten Island,85.0,1.6666666666666667,57,3.0366666666666666
85,Shared room,Brooklyn,85.0,1.0,2,0.07
85,Shared room,Manhattan,85.0,1.4666666666666666,294,2.006
86,Entire home/apt,Bronx,86.0,2.0,127,2.9699999999999998
86,Entire home/apt,Brooklyn,86.0,3.0,309,2.9788888888888887
86,Entire home/apt,Manhattan,86.0,2.5,23,0.42000000000000004
86,Entire home/apt,Queens,86.0,1.8888888888888888,278,1.76
86,Entire home/apt,Staten Island,86.0,5.0,1,0.16
86,Private room,Brooklyn,86.0,2.1,286,1.478
86,Private room,Manhattan,86.0,2.4210526315789473,530,1.0489473684210526
86,Private room,Queens,86.0,2.5,182,0.7716666666666666
87,Entire home/apt,Bronx,87.0,2.4,228,3.4840000000000004
87,Entire home/apt,Brooklyn,87.0,2.4545454545454546,492,1.5581818181818183
87,Entire home/apt,Manhattan,87.0,2.75,19,0.6074999999999999
87,Entire home/apt,Queens,87.0,3.0,568,2.902
87,Private room,Bronx,87.0,2.0,1,0.05
87,Private room,Brooklyn,87.0,1.7777777777777777,365,1.4944444444444445
87,Private room,Manhattan,87.0,2.55,1101,1.595
87,Private room,Queens,87.0,2.5,23,1.6700000000000002
88,Entire home/apt,Bronx,88.0,3.0,132,2.17
88,Entire home/apt,Brooklyn,88.0,2.85,536,1.182
88,Entire home/apt,Manhattan,88.0,2.0,81,1.2375
88,Entire home/apt,Queens,88.0,3.0,218,1.002857142857143
88,Private room,Brooklyn,88.0,2.9166666666666665,841,1.3683333333333334
88,Private room,Manhattan,88.0,2.0454545454545454,1221,1.5322727272727272
88,Private room,Queens,88.0,2.4285714285714284,222,1.5899999999999999
89,Entire home/apt,Bronx,89.0,1.3333333333333333,471,4.29
89,Entire home/apt,Brooklyn,89.0,2.6739130434782608,1973,2.217391304347826
89,Entire home/apt,Manhattan,89.0,2.1052631578947367,378,2.082105263157895
89,Entire home/apt,Queens,89.0,2.2941176470588234,1105,2.8405882352941174
89,Entire home/apt,Staten Island,89.0,2.5,152,2.5
89,Private room,Brooklyn,89.0,2.2278481012658227,4250,1.632278481012658
89,Private room,Manhattan,89.0,2.595744680851064,3824,1.7575531914893618
89,Private room,Queens,89.0,1.64,767,2.3280000000000003
89,Private room,Staten Island,89.0,1.5,13,0.275
89,Shared room,Manhattan,89.0,1.5,3,0.12
90,Entire home/apt,Bronx,90.0,2.8,415,3.318
90,Entire home/apt,Brooklyn,90.0,3.24025974025974,4586,1.5662987012987013
90,Entire home/apt,Manhattan,90.0,3.6206896551724137,1448,0.88
90,Entire home/apt,Queens,90.0,2.763157894736842,893,1.9844736842105262
90,Entire home/apt,Staten Island,90.0,3.5,27,1.54
90,Private room,Bronx,90.0,1.6666666666666667,4,0.13999999999999999
90,Private room,Brooklyn,90.0,2.393939393939394,4933,1.218080808080808
90,Private room,Manhattan,90.0,2.366533864541833,8476,1.5349402390438247
90,Private room,Queens,90.0,2.2549019607843137,822,1.3360784313725491
90,Private room,Staten Island,90.0,1.0,6,0.95
90,Shared room,Manhattan,90.0,1.2,74,1.078
91,Entire home/apt,Brooklyn,91.0,2.727272727272727,424,1.5818181818181818
91,Entire home/apt,Manhattan,91.0,2.2,8,0.12000000000000002
91,Private room,Brooklyn,91.0,2.0,505,1.3210000000000002
91,Private room,Manhattan,91.0,2.4615384615384617,610,1.396923076923077
92,Entire home/apt,Bronx,92.0,2.0,9,4.82
92,Entire home/apt,Brooklyn,92.0,2.9285714285714284,665,1.4928571428571427
92,Entire home/apt,Manhattan,92.0,3.142857142857143,276,1.374285714285714
92,Entire home/apt,Queens,92.0,1.5,56,0.385
92,Private room,Brooklyn,92.0,3.6666666666666665,168,1.3283333333333334
92,Private room,Manhattan,92.0,2.2857142857142856,1128,2.3578571428571427
93,Entire home/apt,Bronx,93.0,5.0,1,0.23
93,Entire home/apt,Brooklyn,93.0,3.0714285714285716,580,1.4457142857142855
93,Entire home/apt,Manhattan,93.0,3.5,40,1.6400000000000001
93,Entire home/apt,Queens,93.0,2.2857142857142856,345,3.185714285714286
93,Private room,Brooklyn,93.0,2.5,197,2.3633333333333333
93,Private room,Manhattan,93.0,1.6,348,1.839
93,Private room,Queens,93.0,1.0,2,0.08
94,Entire home/apt,Brooklyn,94.0,2.9047619047619047,472,1.1423809523809523
94,Entire home/apt,Manhattan,94.0,1.25,43,0.3325
94,Entire home/apt,Queens,94.0,4.25,150,1.3199999999999998
94,Private room,Brooklyn,94.0,2.2222222222222223,773,1.9066666666666667
94,Private room,Manhattan,94.0,2.473684210526316,408,1.5447368421052632
95,Entire home/apt,Bronx,95.0,2.0,830,4.7625
95,Entire home/apt,Brooklyn,95.0,2.983739837398374,3974,1.423739837398374
95,Entire home/apt,Manhattan,95.0,2.74,1235,1.5764000000000002
95,Entire home/apt,Queens,95.0,2.7058823529411766,1201,2.2758823529411765
95,Entire home/apt,Staten Island,95.0,4.0,99,1.8599999999999999
95,Private room,Bronx,95.0,1.8,203,1.784
95,Private room,Brooklyn,95.0,2.240740740740741,3591,1.3222222222222224
95,Private room,Manhattan,95.0,2.5822784810126582,6950,1.4945569620253165
95,Private room,Queens,95.0,1.896551724137931,1103,1.3717241379310345
95,Private room,Staten Island,95.0,2.0,234,3.74
95,Shared room,Brooklyn,95.0,2.0,7,0.15
95,Shared room,Manhattan,95.0,1.0,66,1.55625
96,Entire home/apt,Brooklyn,96.0,3.0,432,2.1544444444444446
96,Entire home/apt,Manhattan,96.0,1.5,336,1.45125
96,Entire home/apt,Queens,96.0,1.75,629,4.9662500000000005
96,Private room,Brooklyn,96.0,2.3,736,1.7100000000000002
96,Private room,Manhattan,96.0,2.125,544,2.24375
96,Private room,Queens,96.0,1.5,398,3.185
97,Entire home/apt,Brooklyn,97.0,2.5238095238095237,800,1.5590476190476192
97,Entire home/apt,Manhattan,97.0,2.4285714285714284,215,1.0671428571428572
97,Entire home/apt,Queens,97.0,2.5,315,2.485
97,Entire home/apt,Staten Island,97.0,4.0,19,1.54
97,Private room,Brooklyn,97.0,2.875,335,1.3924999999999998
97,Private room,Manhattan,97.0,2.3333333333333335,1299,2.4983333333333335
97,Private room,Queens,97.0,2.0,14,0.55
97,Shared room,Manhattan,97.0,1.0,1,0.02
98,Entire home/apt,Bronx,98.0,2.0,30,4.46
98,Entire home/apt,Brooklyn,98.0,3.206896551724138,1227,1.456551724137931
98,Entire home/apt,Manhattan,98.0,4.6,335,1.41
98,Entire home/apt,Queens,98.0,2.4285714285714284,341,2.3842857142857143
98,Private room,Brooklyn,98.0,2.0476190476190474,1018,1.3090476190476192
98,Private room,Manhattan,98.0,2.5714285714285716,1301,1.9422857142857144
98,Private room,Queens,98.0,1.5,134,1.5275
99,Entire home/apt,Bronx,99.0,2.7,380,2.319
99,Entire home/apt,Brooklyn,99.0,2.744,6244,2.00048
99,Entire home/apt,Manhattan,99.0,2.863013698630137,3098,1.132191780821918
99,Entire home/apt,Queens,99.0,2.3484848484848486,3674,2.8640909090909092
99,Entire home/apt,Staten Island,99.0,3.0,80,1.706
99,Private room,Bronx,99.0,1.3333333333333333,4,0.24333333333333332
99,Private room,Brooklyn,99.0,2.2448979591836733,3963,1.4690816326530611
99,Private room,Manhattan,99.0,2.3095238095238093,8726,1.8070238095238094
99,Private room,Queens,99.0,1.608695652173913,312,1.8639130434782607
99,Private room,Staten Island,99.0,1.0,84,1.8900000000000001
99,Shared room,Manhattan,99.0,1.5555555555555556,277,1.9388888888888889
100,Entire home/apt,Bronx,100.0,2.4545454545454546,750,2.5818181818181816
100,Entire home/apt,Brooklyn,100.0,2.9347258485639687,11586,1.3566579634464753
100,Entire home/apt,Manhattan,100.0,2.8806818181818183,4423,1.0330681818181817
100,Entire home/apt,Queens,100.0,2.5728155339805827,3351,1.7918446601941749
100,Entire home/apt,Staten Island,100.0,2.2222222222222223,150,2.4744444444444444
100,Private room,Bronx,100.0,1.875,209,1.8125
100,Private room,Brooklyn,100.0,2.2895927601809953,5069,1.0828054298642535
100,Private room,Manhattan,100.0,2.2570694087403598,11511,1.6761182519280204
100,Private room,Queens,100.0,1.9824561403508771,1132,1.4910526315789476
100,Private room,Staten Island,100.0,1.75,85,1.4375
100,Shared room,Brooklyn,100.0,1.5,45,1.06
100,Shared room,Manhattan,100.0,1.1428571428571428,124,0.64
100,Shared room,Queens,100.0,1.0,1,0.03
101,Entire home/apt,Bronx,101.0,2.0,11,3.4
101,Entire home/apt,Brooklyn,101.0,3.0,111,1.105
101,Entire home/apt,Manhattan,101.0,2.857142857142857,65,0.692857142857143
101,Entire home/apt,Queens,101.0,3.0,129,3.236666666666667
101,Private room,Brooklyn,101.0,1.8571428571428572,514,1.252857142857143
101,Private room,Manhattan,101.0,3.857142857142857,238,1.02
102,Entire home/apt,Bronx,102.0,1.5,74,3.475
102,Entire home/apt,Brooklyn,102.0,2.5555555555555554,189,0.8822222222222221
102,Entire home/apt,Manhattan,102.0,2.3636363636363638,206,0.84
102,Private room,Brooklyn,102.0,1.2857142857142858,301,2.6057142857142854
102,Private room,Manhattan,102.0,1.6,91,0.77
102,Private room,Queens,102.0,5.0,8,0.24
103,Entire home/apt,Bronx,103.0,2.0,59,4.27
103,Entire home/apt,Brooklyn,103.0,3.1666666666666665,75,0.5383333333333333
103,Entire home/apt,Manhattan,103.0,2.5,173,0.7749999999999999
103,Entire home/apt,Queens,103.0,3.6666666666666665,128,1.1433333333333333
103,Entire home/apt,Staten Island,103.0,3.0,1,0.09
103,Private room,Brooklyn,103.0,3.0,241,0.7033333333333333
103,Private room,Manhattan,103.0,2.2,893,3.37
103,Shared room,Manhattan,103.0,1.0,3,0.08
104,Entire home/apt,Bronx,104.0,2.0,33,0.85
104,Entire home/apt,Brooklyn,104.0,2.5714285714285716,419,2.2314285714285718
104,Entire home/apt,Manhattan,104.0,2.3333333333333335,117,1.04
104,Entire home/apt,Queens,104.0,1.75,257,1.9
104,Private room,Brooklyn,104.0,2.0,19,0.49
104,Private room,Manhattan,104.0,2.6,525,1.7559999999999998
105,Entire home/apt,Bronx,105.0,2.0,295,1.61
105,Entire home/apt,Brooklyn,105.0,2.859154929577465,2688,1.362112676056338
105,Entire home/apt,Manhattan,105.0,3.1538461538461537,1392,1.3487179487179488
105,Entire home/apt,Queens,105.0,2.75,1006,1.5795833333333336
105,Entire home/apt,Staten Island,105.0,3.0,221,2.03
105,Private room,Bronx,105.0,1.0,3,0.14
105,Private room,Brooklyn,105.0,1.9666666666666666,2225,2.061
105,Private room,Manhattan,105.0,2.1470588235294117,3023,1.9885294117647059
105,Private room,Queens,105.0,2.5,28,0.395
105,Private room,Staten Island,105.0,1.0,12,0.39
105,Shared room,Manhattan,105.0,3.5,11,0.065
105,Shared room,Queens,105.0,1.0,19,0.54
106,Entire home/apt,Brooklyn,106.0,2.4285714285714284,110,1.4942857142857142
106,Entire home/apt,Manhattan,106.0,4.285714285714286,51,2.7271428571428573
106,Entire home/apt,Queens,106.0,3.3333333333333335,151,2.3000000000000003
106,Entire home/apt,Staten Island,106.0,3.0,10,0.86
106,Private room,Brooklyn,106.0,2.3333333333333335,24,0.67
106,Private room,Manhattan,106.0,3.2857142857142856,318,1.3871428571428572
107,Entire home/apt,Bronx,107.0,1.0,69,5.215
107,Entire home/apt,Brooklyn,107.0,3.5,397,0.97
107,Entire home/apt,Manhattan,107.0,3.5,20,0.25
107,Entire home/apt,Queens,107.0,5.0,109,1.2249999999999999
107,Private room,Bronx,107.0,1.0,73,1.73
107,Private room,Brooklyn,107.0,2.0,1,1.0
107,Private room,Manhattan,107.0,2.0,420,2.3075
108,Entire home/apt,Brooklyn,108.0,2.5714285714285716,495,1.8114285714285714
108,Entire home/apt,Manhattan,108.0,3.75,144,0.7075
108,Entire home/apt,Queens,108.0,3.2,117,0.9640000000000001
108,Private room,Brooklyn,108.0,3.0,92,1.4466666666666665
108,Private room,Manhattan,108.0,1.8888888888888888,251,1.3411111111111111
108,Private room,Queens,108.0,2.25,58,0.9299999999999999
108,Shared room,Queens,108.0,5.0,2,0.08
109,Entire home/apt,Bronx,109.0,2.3333333333333335,72,1.9766666666666666
109,Entire home/apt,Brooklyn,109.0,2.5,1808,1.8921875
109,Entire home/apt,Manhattan,109.0,2.125,530,1.605
109,Entire home/apt,Queens,109.0,2.6,336,2.746
109,Entire home/apt,Staten Island,109.0,2.5,108,4.76
109,Private room,Brooklyn,109.0,2.0,878,1.8907142857142856
109,Private room,Manhattan,109.0,2.27027027027027,2046,1.7835135135135134
109,Private room,Queens,109.0,1.1666666666666667,179,1.6966666666666665
110,Entire home/apt,Bronx,110.0,1.8571428571428572,274,1.195714285714286
110,Entire home/apt,Brooklyn,110.0,2.740740740740741,5298,1.537037037037037
110,Entire home/apt,Manhattan,110.0,3.3394495412844036,2919,1.0651376146788991
110,Entire home/apt,Queens,110.0,2.5384615384615383,1317,1.422820512820513
110,Entire home/apt,Staten Island,110.0,2.0,69,4.47
110,Private room,Brooklyn,110.0,2.1964285714285716,1776,1.3703571428571428
110,Private room,Manhattan,110.0,2.409090909090909,4931,1.6013636363636363
110,Private room,Queens,110.0,1.9166666666666667,184,1.3066666666666666
110,Private room,Staten Island,110.0,1.5,26,0.41000000000000003
110,Shared room,Brooklyn,110.0,3.0,28,0.36
110,Shared room,Manhattan,110.0,3.3333333333333335,66,1.46
110,Shared room,Queens,110.0,2.0,9,0.5366666666666666
111,Entire home/apt,Brooklyn,111.0,3.0,251,0.818
111,Entire home/apt,Manhattan,111.0,3.142857142857143,115,1.1400000000000001
111,Entire home/apt,Queens,111.0,2.0,31,2.345
111,Private room,Brooklyn,111.0,1.5,76,2.1399999999999997
111,Private room,Manhattan,111.0,2.090909090909091,455,1.8327272727272728
112,Entire home/apt,Brooklyn,112.0,2.5,604,2.4859999999999998
112,Entire home/apt,Manhattan,112.0,2.8,135,1.073
112,Entire home/apt,Queens,112.0,4.0,12,0.1575
112,Private room,Brooklyn,112.0,1.8333333333333333,123,2.018333333333333
112,Private room,Manhattan,112.0,2.5,536,2.0241666666666664
113,Entire home/apt,Brooklyn,113.0,3.5,621,1.8933333333333333
113,Entire home/apt,Manhattan,113.0,2.8,96,1.1440000000000001
113,Entire home/apt,Queens,113.0,2.75,119,2.025
113,Private room,Brooklyn,113.0,3.0,27,0.78
113,Private room,Manhattan,113.0,1.625,525,1.9562499999999998
113,Private room,Queens,113.0,2.0,36,0.74
114,Entire home/apt,Bronx,114.0,2.0,79,3.88
114,Entire home/apt,Brooklyn,114.0,3.125,226,1.6925
114,Entire home/apt,Manhattan,114.0,1.0,9,0.9433333333333334
114,Entire home/apt,Queens,114.0,3.0,90,2.15
114,Private room,Brooklyn,114.0,1.5,45,0.9550000000000001
114,Private room,Manhattan,114.0,1.3333333333333333,198,1.7416666666666665
115,Entire home/apt,Bronx,115.0,2.7142857142857144,188,2.8757142857142854
115,Entire home/apt,Brooklyn,115.0,2.9763779527559056,4823,1.3018110236220473
115,Entire home/apt,Manhattan,115.0,3.2465753424657535,2457,1.1689041095890411
115,Entire home/apt,Queens,115.0,2.566666666666667,916,1.8203333333333334
115,Entire home/apt,Staten Island,115.0,1.5,68,1.77
115,Private room,Brooklyn,115.0,2.5,1052,1.6381818181818182
115,Private room,Manhattan,115.0,2.4507042253521125,2936,2.0440845070422533
115,Private room,Queens,115.0,1.25,37,1.31
115,Private room,Staten Island,115.0,3.0,42,3.8
115,Shared room,Brooklyn,115.0,3.0,1,1.0
115,Shared room,Manhattan,115.0,1.25,160,2.0575
116,Entire home/apt,Brooklyn,116.0,2.5555555555555554,550,1.9144444444444444
116,Entire home/apt,Manhattan,116.0,2.4,104,1.934
116,Private room,Brooklyn,116.0,2.3333333333333335,77,1.17
116,Private room,Manhattan,116.0,1.75,284,3.1125
116,Private room,Queens,116.0,2.0,55,2.19
116,Shared room,Manhattan,116.0,2.0,101,2.07
117,Entire home/apt,Brooklyn,117.0,2.1818181818181817,393,1.5799999999999998
117,Entire home/apt,Manhattan,117.0,3.4,384,1.216
117,Private room,Brooklyn,117.0,2.3333333333333335,50,0.37333333333333335
117,Private room,Manhattan,117.0,5.0,68,1.2049999999999998
117,Shared room,Manhattan,117.0,1.0,5,2.03
118,Entire home/apt,Brooklyn,118.0,2.75,39,1.18
118,Entire home/apt,Manhattan,118.0,2.2857142857142856,324,0.905
118,Entire home/apt,Queens,118.0,3.25,275,2.2975
118,Private room,Brooklyn,118.0,2.0,61,0.8866666666666667
118,Private room,Manhattan,118.0,2.142857142857143,436,1.6142857142857143
119,Entire home/apt,Bronx,119.0,3.3333333333333335,151,1.8
119,Entire home/apt,Brooklyn,119.0,3.142857142857143,1759,1.48
119,Entire home/apt,Manhattan,119.0,2.9565217391304346,372,1.0704347826086957
119,Entire home/apt,Queens,119.0,3.111111111111111,332,1.0211111111111113
119,Entire home/apt,Staten Island,119.0,2.0,17,3.13
119,Private room,Brooklyn,119.0,1.75,1000,1.37
119,Private room,Manhattan,119.0,2.128205128205128,1485,1.7505128205128204
119,Private room,Queens,119.0,1.3333333333333333,50,1.2366666666666666
120,Entire home/apt,Bronx,120.0,2.4444444444444446,441,1.6355555555555557
120,Entire home/apt,Brooklyn,120.0,2.92,8984,1.309890909090909
