price,room_type,neighbourhood_group,average_price,average_minimum_nights,total_number_of_reviews,average_reviews_per_month
200,Shared room,Manhattan,200.0,1.0,39,0.33
201,Entire home/apt,Brooklyn,201.0,1.6666666666666667,207,3.7433333333333336
201,Entire home/apt,Manhattan,201.0,1.75,224,3.85
202,Entire home/apt,Manhattan,202.0,3.0,10,1.55
203,Entire home/apt,Brooklyn,203.0,5.0,8,1.8299999999999998
203,Entire home/apt,Manhattan,203.0,2.2,37,1.652
204,Entire home/apt,Brooklyn,204.0,5.0,28,2.96
204,Entire home/apt,Manhattan,204.0,4.0,3,1.36
204,Entire home/apt,Queens,204.0,4.0,188,4.49
204,Private room,Manhattan,204.0,2.0,4,0.96
205,Entire home/apt,Brooklyn,205.0,3.2857142857142856,106,0.5514285714285715
205,Entire home/apt,Manhattan,205.0,2.4210526315789473,434,1.4321052631578948
205,Entire home/apt,Queens,205.0,3.0,50,1.41
205,Private room,Manhattan,205.0,1.6666666666666667,67,0.84
206,Entire home/apt,Brooklyn,206.0,2.0,90,1.1733333333333333
206,Entire home/apt,Manhattan,206.0,3.0,69,0.8025
206,Private room,Brooklyn,206.0,1.0,1,0.05
207,Entire home/apt,Brooklyn,207.0,2.0,164,2.5433333333333334
207,Entire home/apt,Manhattan,207.0,2.3333333333333335,88,0.8133333333333335
207,Entire home/apt,Queens,207.0,1.0,13,1.84
207,Private room,Manhattan,207.0,1.0,3,0.74
208,Entire home/apt,Brooklyn,208.0,4.5,66,1.3849999999999998
208,Entire home/apt,Manhattan,208.0,4.4,115,0.7739999999999999
208,Private room,Manhattan,208.0,2.0,38,0.6
209,Entire home/apt,Brooklyn,209.0,2.857142857142857,271,1.247142857142857
209,Entire home/apt,Manhattan,209.0,2.357142857142857,492,1.8092857142857144
209,Private room,Brooklyn,209.0,1.0,21,3.07
209,Private room,Manhattan,209.0,1.9,136,1.909
210,Entire home/apt,Brooklyn,210.0,2.888888888888889,897,1.5074074074074075
210,Entire home/apt,Manhattan,210.0,2.8679245283018866,1978,1.3803773584905659
210,Entire home/apt,Queens,210.0,5.0,3,0.6449999999999999
210,Private room,Brooklyn,210.0,2.0,75,0.92
210,Private room,Manhattan,210.0,1.8571428571428572,217,1.6099999999999999
211,Entire home/apt,Brooklyn,211.0,1.6666666666666667,21,0.62
211,Entire home/apt,Manhattan,211.0,3.1666666666666665,125,2.853333333333333
212,Entire home/apt,Brooklyn,212.0,3.5,62,0.685
212,Entire home/apt,Manhattan,212.0,2.0,171,1.6
212,Private room,Brooklyn,212.0,3.0,1,0.33
213,Entire home/apt,Brooklyn,213.0,5.0,1,0.05
213,Entire home/apt,Manhattan,213.0,1.0,1,1.0
214,Entire home/apt,Brooklyn,214.0,4.0,43,1.755
214,Entire home/apt,Manhattan,214.0,2.0833333333333335,234,1.7583333333333335
215,Entire home/apt,Brooklyn,215.0,2.5833333333333335,843,1.1295833333333334
215,Entire home/apt,Manhattan,215.0,2.3902439024390243,1418,1.507560975609756
215,Entire home/apt,Queens,215.0,1.75,101,1.2125
215,Private room,Brooklyn,215.0,2.5,7,0.125
215,Private room,Manhattan,215.0,4.0,13,1.6633333333333333
216,Entire home/apt,Brooklyn,216.0,1.0,233,3.89
216,Entire home/apt,Manhattan,216.0,2.0,9,2.23
217,Entire home/apt,Brooklyn,217.0,3.0,24,1.05
217,Entire home/apt,Manhattan,217.0,2.3333333333333335,49,1.3233333333333333
217,Private room,Manhattan,217.0,1.0,6,1.94
218,Entire home/apt,Brooklyn,218.0,2.25,426,2.5825
218,Entire home/apt,Manhattan,218.0,3.5714285714285716,276,1.3314285714285714
219,Entire home/apt,Brooklyn,219.0,3.25,284,1.38875
219,Entire home/apt,Manhattan,219.0,2.6206896551724137,1178,1.7586206896551724
219,Private room,Manhattan,219.0,1.0,4,1.82
220,Entire home/apt,Brooklyn,220.0,3.0425531914893615,1927,1.2072340425531916
220,Entire home/apt,Manhattan,220.0,3.0097087378640777,3187,1.256504854368932
220,Entire home/apt,Queens,220.0,2.6,78,2.712
220,Private room,Brooklyn,220.0,1.5,97,1.02
220,Private room,Manhattan,220.0,2.2857142857142856,14,0.6757142857142858
220,Private room,Queens,220.0,1.0,5,0.61
220,Shared room,Manhattan,220.0,2.5,3,0.135
221,Entire home/apt,Manhattan,221.0,2.6666666666666665,450,2.4233333333333333
222,Entire home/apt,Manhattan,222.0,1.6666666666666667,98,1.05
223,Entire home/apt,Brooklyn,223.0,1.5,18,2.25
223,Entire home/apt,Manhattan,223.0,2.5,6,1.87
224,Entire home/apt,Brooklyn,224.0,2.3333333333333335,256,1.4366666666666665
224,Entire home/apt,Manhattan,224.0,4.0,58,0.71
225,Entire home/apt,Brooklyn,225.0,2.8636363636363638,4110,1.415181818181818
225,Entire home/apt,Manhattan,225.0,2.7941176470588234,4648,1.126294117647059
225,Entire home/apt,Queens,225.0,2.1176470588235294,164,1.7894117647058823
225,Private room,Brooklyn,225.0,3.5,2,0.32
225,Private room,Manhattan,225.0,1.875,135,0.8975
225,Private room,Queens,225.0,1.0,36,0.515
225,Shared room,Brooklyn,225.0,3.0,1,0.04
226,Entire home/apt,Brooklyn,226.0,2.5,260,2.585
226,Entire home/apt,Manhattan,226.0,2.625,220,1.31
227,Entire home/apt,Brooklyn,227.0,1.0,17,0.31
227,Entire home/apt,Manhattan,227.0,2.6666666666666665,47,2.0366666666666666
228,Entire home/apt,Brooklyn,228.0,3.0,82,0.7
228,Entire home/apt,Manhattan,228.0,2.2941176470588234,130,1.4529411764705882
228,Entire home/apt,Queens,228.0,3.5,54,1.4449999999999998
228,Private room,Manhattan,228.0,1.0,5,0.59
229,Entire home/apt,Brooklyn,229.0,2.727272727272727,734,1.6427272727272728
229,Entire home/apt,Manhattan,229.0,2.3548387096774195,355,1.59
229,Entire home/apt,Queens,229.0,1.5,59,2.19
229,Private room,Manhattan,229.0,1.0,62,0.73
230,Entire home/apt,Brooklyn,230.0,3.0,424,1.3093333333333335
230,Entire home/apt,Manhattan,230.0,2.9642857142857144,948,0.8958928571428572
230,Entire home/apt,Queens,230.0,1.5,33,1.6500000000000001
230,Private room,Brooklyn,230.0,2.6666666666666665,42,1.2066666666666668
230,Private room,Manhattan,230.0,3.1666666666666665,33,0.6616666666666666
231,Entire home/apt,Brooklyn,231.0,1.0,23,3.71
231,Entire home/apt,Manhattan,231.0,2.0,25,2.143333333333333
231,Entire home/apt,Queens,231.0,3.0,4,0.27
231,Private room,Manhattan,231.0,2.0,12,0.65
232,Entire home/apt,Manhattan,232.0,5.0,5,0.17
233,Entire home/apt,Manhattan,233.0,4.0,107,1.9
234,Entire home/apt,Brooklyn,234.0,4.0,11,0.23
234,Entire home/apt,Manhattan,234.0,2.125,70,2.215
235,Entire home/apt,Brooklyn,235.0,3.6153846153846154,414,1.5915384615384616
235,Entire home/apt,Manhattan,235.0,2.75,955,1.5996875
235,Entire home/apt,Queens,235.0,2.0,10,8.33
235,Private room,Manhattan,235.0,1.0,36,0.36000000000000004
235,Private room,Staten Island,235.0,1.0,1,1.0
236,Entire home/apt,Manhattan,236.0,1.6,101,2.1260000000000003
237,Entire home/apt,Brooklyn,237.0,3.0,28,2.09
237,Entire home/apt,Manhattan,237.0,3.3333333333333335,58,0.9266666666666667
238,Entire home/apt,Queens,238.0,3.0,2,0.09
239,Entire home/apt,Brooklyn,239.0,3.25,181,0.985
239,Entire home/apt,Manhattan,239.0,2.9642857142857144,1201,1.9775000000000003
239,Entire home/apt,Queens,239.0,3.5,41,0.41250000000000003
239,Private room,Brooklyn,239.0,1.0,181,0.8633333333333333
239,Private room,Queens,239.0,3.0,11,0.52
240,Entire home/apt,Bronx,240.0,1.0,22,1.4
240,Entire home/apt,Brooklyn,240.0,2.125,659,1.2283333333333333
240,Entire home/apt,Manhattan,240.0,3.0350877192982457,1369,1.3498245614035087
240,Private room,Brooklyn,240.0,2.0,45,0.79
240,Private room,Manhattan,240.0,3.0,85,0.97
241,Entire home/apt,Brooklyn,241.0,3.5,5,0.16499999999999998
241,Entire home/apt,Manhattan,241.0,2.25,24,1.4475
241,Private room,Brooklyn,241.0,1.0,2,0.47
242,Entire home/apt,Manhattan,242.0,2.0,15,3.75
243,Entire home/apt,Brooklyn,243.0,1.0,23,4.63
243,Entire home/apt,Manhattan,243.0,1.6666666666666667,92,1.3033333333333335
244,Entire home/apt,Manhattan,244.0,2.4444444444444446,261,1.5122222222222221
244,Private room,Manhattan,244.0,1.0,39,3.35
245,Entire home/apt,Brooklyn,245.0,3.0833333333333335,354,0.9245833333333334
245,Entire home/apt,Manhattan,245.0,2.96875,942,1.4534375000000002
245,Entire home/apt,Queens,245.0,3.6666666666666665,144,2.44
245,Entire home/apt,Staten Island,245.0,2.0,37,2.28
245,Private room,Manhattan,245.0,1.0,164,2.645
246,Entire home/apt,Brooklyn,246.0,2.0,25,0.54
246,Entire home/apt,Manhattan,246.0,3.5,7,0.16
246,Entire home/apt,Queens,246.0,2.0,3,0.15
246,Private room,Manhattan,246.0,1.0,10,0.42
247,Entire home/apt,Bronx,247.0,2.0,15,3.17
247,Entire home/apt,Brooklyn,247.0,2.0,6,3.53
247,Entire home/apt,Manhattan,247.0,2.375,178,2.46625
248,Entire home/apt,Brooklyn,248.0,2.5,115,0.755
248,Entire home/apt,Manhattan,248.0,2.875,67,1.33375
248,Entire home/apt,Queens,248.0,2.5,19,1.0150000000000001
249,Entire home/apt,Brooklyn,249.0,3.230769230769231,1291,1.6696153846153847
249,Entire home/apt,Manhattan,249.0,2.8653846153846154,1778,1.8557692307692308
249,Entire home/apt,Queens,249.0,2.3333333333333335,27,0.5833333333333334
249,Entire home/apt,Staten Island,249.0,3.0,17,1.69
249,Private room,Brooklyn,249.0,2.5,30,0.83
249,Private room,Manhattan,249.0,2.25,90,2.23
250,Entire home/apt,Bronx,250.0,3.0,203,1.23
250,Entire home/apt,Brooklyn,250.0,3.0202020202020203,4832,1.161010101010101
250,Entire home/apt,Manhattan,250.0,2.7506775067750677,6682,1.1371544715447155
250,Entire home/apt,Queens,250.0,2.6551724137931036,656,1.6072413793103448
250,Entire home/apt,Staten Island,250.0,2.0,21,0.26
250,Private room,Brooklyn,250.0,1.8333333333333333,121,0.47333333333333333
250,Private room,Manhattan,250.0,2.4473684210526314,779,0.8344736842105264
250,Private room,Queens,250.0,1.6666666666666667,38,0.37999999999999995
250,Shared room,Brooklyn,250.0,2.0,37,1.09
250,Shared room,Manhattan,250.0,1.0,134,2.88
251,Entire home/apt,Brooklyn,251.0,1.0,17,2.91
251,Entire home/apt,Manhattan,251.0,3.0,41,1.2866666666666666
252,Entire home/apt,Manhattan,252.0,2.0,50,1.9749999999999999
252,Private room,Manhattan,252.0,2.0,6,0.125
253,Entire home/apt,Manhattan,253.0,3.0,1,0.05
254,Entire home/apt,Brooklyn,254.0,2.0,8,0.23
254,Entire home/apt,Manhattan,254.0,1.6666666666666667,23,0.41
254,Entire home/apt,Queens,254.0,3.0,2,1.46
255,Entire home/apt,Brooklyn,255.0,4.0,125,1.0433333333333334
255,Entire home/apt,Manhattan,255.0,2.4761904761904763,346,1.3928571428571428
255,Entire home/apt,Queens,255.0,2.25,226,2.5275
255,Private room,Manhattan,255.0,2.5,193,1.965
256,Entire home/apt,Brooklyn,256.0,2.0,61,2.52
256,Entire home/apt,Manhattan,256.0,2.5,28,2.0725
256,Private room,Manhattan,256.0,2.0,16,3.75
257,Entire home/apt,Manhattan,257.0,2.5,19,1.125
257,Entire home/apt,Queens,257.0,1.0,95,6.51
258,Entire home/apt,Manhattan,258.0,2.5,61,0.855
258,Private room,Manhattan,258.0,2.0,6,1.27
259,Entire home/apt,Brooklyn,259.0,2.125,522,3.0
259,Entire home/apt,Manhattan,259.0,3.1818181818181817,390,1.5172727272727273
259,Entire home/apt,Queens,259.0,1.0,72,1.37
259,Private room,Brooklyn,259.0,1.0,94,1.85
259,Private room,Queens,259.0,2.0,3,0.22
260,Entire home/apt,Brooklyn,260.0,2.8823529411764706,320,1.1711764705882353
260,Entire home/apt,Manhattan,260.0,2.72972972972973,1463,1.8916216216216215
260,Entire home/apt,Queens,260.0,1.5,29,3.355
260,Private room,Manhattan,260.0,3.0,23,0.305
261,Entire home/apt,Brooklyn,261.0,1.0,5,0.14
261,Entire home/apt,Manhattan,261.0,3.0,214,3.4349999999999996
261,Entire home/apt,Queens,261.0,1.0,14,1.47
262,Entire home/apt,Brooklyn,262.0,2.0,171,4.03
262,Entire home/apt,Manhattan,262.0,2.0,17,2.105
262,Private room,Manhattan,262.0,2.0,6,1.59
263,Entire home/apt,Manhattan,263.0,2.0,5,0.99
264,Entire home/apt,Brooklyn,264.0,2.0,137,3.456666666666667
264,Entire home/apt,Manhattan,264.0,2.0,100,2.23
264,Private room,Manhattan,264.0,2.0,2,0.83
265,Entire home/apt,Brooklyn,265.0,2.7142857142857144,284,1.115
265,Entire home/apt,Manhattan,265.0,2.896551724137931,1125,1.6737931034482758
265,Entire home/apt,Queens,265.0,7.0,38,0.38
267,Entire home/apt,Brooklyn,267.0,2.0,14,0.42
268,Entire home/apt,Manhattan,268.0,2.0,4,0.54
268,Entire home/apt,Queens,268.0,2.6666666666666665,7,0.65
269,Entire home/apt,Brooklyn,269.0,4.333333333333333,3,0.03
269,Entire home/apt,Manhattan,269.0,3.0,464,1.9188888888888889
269,Private room,Manhattan,269.0,3.0,8,0.24
270,Entire home/apt,Brooklyn,270.0,3.7777777777777777,85,0.5455555555555556
270,Entire home/apt,Manhattan,270.0,2.769230769230769,619,1.6923076923076923
270,Private room,Manhattan,270.0,4.25,10,0.9450000000000001
272,Entire home/apt,Brooklyn,272.0,3.0,3,0.06
272,Entire home/apt,Manhattan,272.0,2.6666666666666665,49,0.3666666666666667
273,Entire home/apt,Manhattan,273.0,2.6666666666666665,144,1.3999999999999997
274,Entire home/apt,Manhattan,274.0,4.666666666666667,50,1.57
274,Entire home/apt,Queens,274.0,2.0,34,1.37
274,Private room,Brooklyn,274.0,3.0,3,0.31
274,Private room,Manhattan,274.0,3.0,3,0.24
275,Entire home/apt,Brooklyn,275.0,2.9464285714285716,1810,1.2753571428571429
275,Entire home/apt,Manhattan,275.0,2.715909090909091,2046,1.1376136363636364
275,Entire home/apt,Queens,275.0,2.2,448,2.748
275,Entire home/apt,Staten Island,275.0,3.3333333333333335,64,1.6799999999999997
275,Private room,Brooklyn,275.0,2.5,37,0.63
275,Private room,Manhattan,275.0,2.0,27,1.9133333333333333
276,Entire home/apt,Brooklyn,276.0,3.0,19,0.38
276,Entire home/apt,Manhattan,276.0,3.0,59,1.5233333333333334
277,Entire home/apt,Manhattan,277.0,3.0,70,3.66
278,Entire home/apt,Brooklyn,278.0,2.0,7,4.12
278,Entire home/apt,Manhattan,278.0,3.0,83,1.0125
278,Entire home/apt,Queens,278.0,2.3333333333333335,56,1.0433333333333332
279,Entire home/apt,Brooklyn,279.0,3.0,21,2.2933333333333334
279,Entire home/apt,Manhattan,279.0,2.5833333333333335,272,2.4941666666666666
279,Private room,Brooklyn,279.0,1.0,120,1.28
279,Private room,Manhattan,279.0,5.0,2,0.32
280,Entire home/apt,Bronx,280.0,2.0,32,3.09
280,Entire home/apt,Brooklyn,280.0,2.8095238095238093,773,1.0552380952380953
280,Entire home/apt,Manhattan,280.0,2.6666666666666665,839,1.6712121212121211
280,Entire home/apt,Queens,280.0,1.75,184,3.4975
280,Private room,Manhattan,280.0,2.0,61,1.2349999999999999
281,Entire home/apt,Manhattan,281.0,1.0,3,0.07
282,Entire home/apt,Brooklyn,282.0,1.0,1,1.0
282,Entire home/apt,Manhattan,282.0,2.0,7,1.93
283,Entire home/apt,Brooklyn,283.0,4.0,92,2.34
283,Entire home/apt,Queens,283.0,2.0,11,1.75
284,Entire home/apt,Manhattan,284.0,4.0,18,0.665
285,Entire home/apt,Brooklyn,285.0,3.2777777777777777,566,1.181111111111111
285,Entire home/apt,Manhattan,285.0,3.4285714285714284,548,1.6704761904761904
285,Entire home/apt,Queens,285.0,2.0,39,1.6600000000000001
285,Private room,Manhattan,285.0,1.0,32,1.39
287,Entire home/apt,Manhattan,287.0,1.0,68,2.67
288,Entire home/apt,Brooklyn,288.0,1.0,2,0.05
288,Entire home/apt,Manhattan,288.0,3.875,288,1.92375
288,Entire home/apt,Queens,288.0,3.0,16,1.17
289,Entire home/apt,Bronx,289.0,2.0,14,2.96
289,Entire home/apt,Brooklyn,289.0,2.4,217,1.848
289,Entire home/apt,Manhattan,289.0,2.533333333333333,357,1.5493333333333335
289,Entire home/apt,Queens,289.0,3.0,186,2.49
289,Entire home/apt,Staten Island,289.0,4.0,2,0.16
289,Private room,Manhattan,289.0,2.0,145,3.9699999999999998
289,Private room,Queens,289.0,2.0,115,2.99
290,Entire home/apt,Brooklyn,290.0,4.142857142857143,55,0.3728571428571429
290,Entire home/apt,Manhattan,290.0,2.84375,813,1.301875
290,Entire home/apt,Queens,290.0,2.5,87,0.935
290,Private room,Brooklyn,290.0,1.0,1,0.75
290,Private room,Manhattan,290.0,1.5,134,3.66
293,Private room,Manhattan,293.0,1.0,7,3.18
294,Entire home/apt,Manhattan,294.0,4.0,189,3.6933333333333334
295,Entire home/apt,Brooklyn,295.0,2.7857142857142856,929,1.4585714285714286
295,Entire home/apt,Manhattan,295.0,2.8541666666666665,1727,1.5233333333333334
295,Entire home/apt,Queens,295.0,2.5,110,4.365
295,Private room,Brooklyn,295.0,1.0,2,0.6
295,Private room,Manhattan,295.0,2.5,133,0.6475
296,Entire home/apt,Manhattan,296.0,2.0,24,1.69
297,Entire home/apt,Manhattan,297.0,1.0,9,0.24
298,Entire home/apt,Brooklyn,298.0,2.8,62,0.49000000000000005
298,Entire home/apt,Manhattan,298.0,1.0,16,2.0
298,Entire home/apt,Queens,298.0,4.0,114,2.0966666666666667
299,Entire home/apt,Bronx,299.0,1.6666666666666667,13,0.7600000000000001
299,Entire home/apt,Brooklyn,299.0,2.6666666666666665,251,1.1913333333333334
299,Entire home/apt,Manhattan,299.0,2.5625,2312,2.0172499999999998
299,Entire home/apt,Queens,299.0,2.0,110,1.58125
299,Entire home/apt,Staten Island,299.0,3.0,108,1.365
299,Private room,Brooklyn,299.0,3.0,6,0.1
299,Private room,Manhattan,299.0,1.0,62,2.2285714285714286
299,Shared room,Manhattan,299.0,2.0,37,1.8
300,Entire home/apt,Brooklyn,300.0,2.806122448979592,1698,1.0726530612244898
300,Entire home/apt,Manhattan,300.0,2.8086124401913874,4342,1.3977511961722489
300,Entire home/apt,Queens,300.0,2.4,327,2.126
300,Entire home/apt,Staten Island,300.0,5.0,1,0.58
300,Private room,Bronx,300.0,1.5,10,0.29
300,Private room,Brooklyn,300.0,2.0,26,0.24000000000000005
300,Private room,Manhattan,300.0,2.0,282,1.7594117647058825
300,Private room,Queens,300.0,2.0,6,0.3333333333333333
303,Entire home/apt,Manhattan,303.0,7.0,29,0.46
304,Entire home/apt,Manhattan,304.0,1.0,9,4.66
304,Private room,Manhattan,304.0,1.0,6,2.54
305,Entire home/apt,Brooklyn,305.0,1.75,97,3.635
305,Entire home/apt,Manhattan,305.0,2.125,347,1.905
307,Private room,Manhattan,307.0,3.0,1,0.13
308,Entire home/apt,Brooklyn,308.0,2.0,84,1.2799999999999998
308,Entire home/apt,Manhattan,308.0,1.6666666666666667,54,2.72
309,Entire home/apt,Bronx,309.0,2.0,10,5.56
309,Entire home/apt,Manhattan,309.0,1.0,16,0.885
310,Entire home/apt,Brooklyn,310.0,2.0,78,2.255
310,Entire home/apt,Manhattan,310.0,2.2857142857142856,275,2.012857142857143
310,Private room,Manhattan,310.0,4.0,12,0.18
311,Entire home/apt,Manhattan,311.0,2.0,43,3.31
312,Entire home/apt,Brooklyn,312.0,2.0,302,4.18
313,Entire home/apt,Manhattan,313.0,1.0,22,4.52
315,Entire home/apt,Brooklyn,315.0,1.5,161,4.140000000000001
315,Entire home/apt,Manhattan,315.0,3.0,79,0.9522222222222223
316,Entire home/apt,Brooklyn,316.0,3.0,29,0.49
316,Entire home/apt,Manhattan,316.0,2.5,79,1.68
318,Entire home/apt,Brooklyn,318.0,5.0,19,0.32
319,Entire home/apt,Brooklyn,319.0,2.3333333333333335,129,1.6866666666666668
319,Entire home/apt,Manhattan,319.0,2.5,32,1.155
319,Private room,Brooklyn,319.0,1.0,52,2.48
320,Entire home/apt,Brooklyn,320.0,3.4285714285714284,481,1.8242857142857143
320,Entire home/apt,Manhattan,320.0,2.3076923076923075,260,3.290769230769231
320,Entire home/apt,Queens,320.0,2.0,5,5.0
320,Private room,Manhattan,320.0,4.0,6,0.18
320,Shared room,Manhattan,320.0,1.0,1,0.1
321,Entire home/apt,Manhattan,321.0,3.0,4,4.0
322,Entire home/apt,Manhattan,322.0,4.0,89,1.76
323,Entire home/apt,Manhattan,323.0,1.0,5,5.0
324,Private room,Manhattan,324.0,1.0,18,3.635
325,Entire home/apt,Bronx,325.0,2.0,44,2.23
325,Entire home/apt,Brooklyn,325.0,2.75,1881,1.491785714285714
325,Entire home/apt,Manhattan,325.0,3.0784313725490198,1332,1.599607843137255
325,Entire home/apt,Queens,325.0,2.5,176,2.3266666666666667
325,Private room,Manhattan,325.0,2.0,150,1.75
327,Entire home/apt,Brooklyn,327.0,2.0,7,3.0
328,Entire home/apt,Brooklyn,328.0,2.0,3,2.81
328,Entire home/apt,Manhattan,328.0,2.0,464,3.415
329,Entire home/apt,Brooklyn,329.0,3.3333333333333335,18,0.39666666666666667
329,Entire home/apt,Manhattan,329.0,4.4,167,1.308
329,Private room,Manhattan,329.0,1.0,2,0.25
330,Entire home/apt,Brooklyn,330.0,2.0,294,1.4383333333333332
330,Entire home/apt,Manhattan,330.0,2.6153846153846154,322,2.2246153846153844
330,Private room,Manhattan,330.0,1.0,4,0.48
333,Entire home/apt,Manhattan,333.0,2.0,254,3.3800000000000003
333,Private room,Manhattan,333.0,1.0,40,1.27
335,Entire home/apt,Brooklyn,335.0,2.3333333333333335,38,1.0666666666666667
335,Entire home/apt,Manhattan,335.0,4.0,67,2.6933333333333334
336,Entire home/apt,Brooklyn,336.0,2.0,9,5.87
339,Entire home/apt,Manhattan,339.0,2.9285714285714284,367,2.185714285714286
339,Private room,Manhattan,339.0,1.0,18,6.59
340,Entire home/apt,Brooklyn,340.0,3.0,12,0.4
340,Entire home/apt,Manhattan,340.0,4.25,59,0.5825
340,Entire home/apt,Queens,340.0,1.0,10,0.78
341,Entire home/apt,Manhattan,341.0,2.3333333333333335,144,2.3133333333333335
342,Entire home/apt,Manhattan,342.0,3.0,2,2.0
344,Entire home/apt,Manhattan,344.0,2.0,9,0.75
345,Entire home/apt,Brooklyn,345.0,2.2857142857142856,429,2.2885714285714287
345,Entire home/apt,Manhattan,345.0,3.5,482,1.7116666666666667
347,Entire home/apt,Brooklyn,347.0,4.0,22,2.19
347,Entire home/apt,Manhattan,347.0,3.0,4,4.0
348,Entire home/apt,Brooklyn,348.0,2.0,1,0.03
348,Entire home/apt,Manhattan,348.0,3.0,5,4.41
349,Entire home/apt,Brooklyn,349.0,2.111111111111111,625,1.4455555555555555
349,Entire home/apt,Manhattan,349.0,3.409090909090909,384,1.4995454545454547
349,Entire home/apt,Queens,349.0,2.0,27,3.29
349,Private room,Brooklyn,349.0,3.0,27,0.2025
349,Private room,Manhattan,349.0,3.0,3,0.04
349,Private room,Queens,349.0,1.0,56,0.375
350,Entire home/apt,Bronx,350.0,2.5,4,0.25
350,Entire home/apt,Brooklyn,350.0,3.0,1210,0.7926923076923077
350,Entire home/apt,Manhattan,350.0,2.8688524590163933,2422,1.4668852459016395
350,Entire home/apt,Queens,350.0,2.6666666666666665,244,2.2733333333333334
350,Private room,Brooklyn,350.0,1.5,22,0.34
350,Private room,Manhattan,350.0,2.4166666666666665,129,1.0083333333333333
350,Private room,Queens,350.0,4.0,1,0.11
350,Shared room,Manhattan,350.0,1.5,18,0.21500000000000002
352,Entire home/apt,Brooklyn,352.0,3.0,7,0.16
352,Entire home/apt,Manhattan,352.0,4.0,15,0.63
355,Entire home/apt,Brooklyn,355.0,5.0,19,0.24
355,Entire home/apt,Manhattan,355.0,4.0,64,0.8175
355,Private room,Manhattan,355.0,2.0,34,1.4049999999999998
358,Entire home/apt,Brooklyn,358.0,3.0,57,2.89
358,Private room,Manhattan,358.0,1.0,2,2.0
359,Entire home/apt,Brooklyn,359.0,5.0,8,0.23
359,Entire home/apt,Manhattan,359.0,2.857142857142857,300,2.7971428571428567
359,Entire home/apt,Queens,359.0,3.0,10,0.66
359,Private room,Manhattan,359.0,1.0,4,1.54
360,Entire home/apt,Bronx,360.0,2.0,8,0.51
360,Entire home/apt,Brooklyn,360.0,3.142857142857143,91,0.8071428571428572
360,Entire home/apt,Manhattan,360.0,2.5,109,1.945
360,Entire home/apt,Queens,360.0,3.0,10,3.85
365,Entire home/apt,Brooklyn,365.0,5.0,77,2.44
365,Entire home/apt,Manhattan,365.0,3.5555555555555554,220,1.2233333333333334
365,Private room,Brooklyn,365.0,2.0,4,1.52
365,Private room,Manhattan,365.0,1.0,1,1.0
367,Entire home/apt,Manhattan,367.0,2.0,1,1.0
369,Entire home/apt,Brooklyn,369.0,6.0,1,1.0
369,Entire home/apt,Manhattan,369.0,1.3333333333333333,13,1.33
369,Entire home/apt,Queens,369.0,2.0,74,1.46
369,Private room,Manhattan,369.0,3.0,8,0.25
370,Entire home/apt,Brooklyn,370.0,4.0,163,1.5825
370,Entire home/apt,Manhattan,370.0,2.3333333333333335,37,1.3699999999999999
370,Private room,Manhattan,370.0,1.0,3,1.55
372,Entire home/apt,Manhattan,372.0,3.0,23,0.54
374,Entire home/apt,Manhattan,374.0,2.0,42,0.7649999999999999
375,Entire home/apt,Brooklyn,375.0,3.4545454545454546,131,0.8263636363636363
375,Entire home/apt,Manhattan,375.0,2.838709677419355,593,0.8761290322580645
375,Entire home/apt,Queens,375.0,3.0,35,0.395
375,Private room,Brooklyn,375.0,2.0,2,0.05
375,Private room,Manhattan,375.0,1.3333333333333333,8,1.1233333333333333
376,Entire home/apt,Manhattan,376.0,2.0,10,2.46
377,Entire home/apt,Manhattan,377.0,2.0,15,3.52
378,Entire home/apt,Brooklyn,378.0,3.0,13,0.85
378,Entire home/apt,Manhattan,378.0,1.0,72,3.65
378,Private room,Manhattan,378.0,2.0,1,0.05
379,Entire home/apt,Manhattan,379.0,3.142857142857143,254,2.1914285714285713
379,Entire home/apt,Queens,379.0,4.0,91,3.44
379,Private room,Manhattan,379.0,1.0,10,4.55
380,Entire home/apt,Brooklyn,380.0,3.727272727272727,424,1.1754545454545455
380,Entire home/apt,Manhattan,380.0,3.3076923076923075,109,0.8969230769230769
380,Private room,Brooklyn,380.0,1.0,1,0.02
380,Private room,Manhattan,380.0,3.0,1,0.38
383,Entire home/apt,Manhattan,383.0,3.0,24,0.41
385,Entire home/apt,Brooklyn,385.0,1.5,142,1.725
385,Entire home/apt,Manhattan,385.0,3.0,116,0.7999999999999999
387,Entire home/apt,Manhattan,387.0,1.0,23,0.63
388,Entire home/apt,Manhattan,388.0,2.5,22,2.98
389,Entire home/apt,Brooklyn,389.0,1.6666666666666667,232,3.1799999999999997
389,Entire home/apt,Manhattan,389.0,2.6666666666666665,13,1.3633333333333333
389,Private room,Manhattan,389.0,3.0,5,0.11
390,Entire home/apt,Brooklyn,390.0,2.5,145,2.2350000000000003
390,Entire home/apt,Manhattan,390.0,3.0,367,2.1809090909090907
390,Entire home/apt,Queens,390.0,3.0,1,0.03
390,Private room,Manhattan,390.0,1.0,21,10.86
392,Entire home/apt,Brooklyn,392.0,1.0,37,3.425
392,Entire home/apt,Manhattan,392.0,2.0,2,0.63
393,Entire home/apt,Manhattan,393.0,1.0,11,0.91
394,Entire home/apt,Manhattan,394.0,2.5,20,1.155
